-5.000000,7858.000488,-5.000000
-4.000000,7954.621094,-5.000000
-3.000000,8065.540527,-5.000000
-2.000000,8247.211914,-5.000000
-1.000000,8425.540039,-5.000000
0.000000,8568.712891,-5.000000
1.000000,8637.900391,-5.000000
2.000000,8614.241211,-5.000000
3.000000,8539.209961,-5.000000
4.000000,8444.220703,-5.000000
5.000000,8359.037109,-5.000000
-5.000000,7890.226562,-4.000000
-4.000000,7969.832520,-4.000000
-3.000000,8101.571777,-4.000000
-2.000000,8337.797852,-4.000000
-1.000000,8499.928711,-4.000000
0.000000,8630.707031,-4.000000
1.000000,8710.328125,-4.000000
2.000000,8641.812500,-4.000000
3.000000,8542.065430,-4.000000
4.000000,8435.244141,-4.000000
5.000000,8342.769531,-4.000000
-5.000000,7998.254395,-3.000000
-4.000000,8113.814941,-3.000000
-3.000000,8271.371094,-3.000000
-2.000000,8423.660156,-3.000000
-1.000000,8530.649414,-3.000000
0.000000,8648.155273,-3.000000
1.000000,8743.063477,-3.000000
2.000000,8654.397461,-3.000000
3.000000,8547.997070,-3.000000
4.000000,8436.966797,-3.000000
5.000000,8338.664062,-3.000000
-5.000000,8134.945801,-2.000000
-4.000000,8265.545898,-2.000000
-3.000000,8388.570312,-2.000000
-2.000000,8495.837891,-2.000000
-1.000000,8592.543945,-2.000000
0.000000,8707.575195,-2.000000
1.000000,8773.836914,-2.000000
2.000000,8663.623047,-2.000000
3.000000,8554.713867,-2.000000
4.000000,8441.785156,-2.000000
5.000000,8340.119141,-2.000000
-5.000000,8255.572266,-1.000000
-4.000000,8362.346680,-1.000000
-3.000000,8465.498047,-1.000000
-2.000000,8571.646484,-1.000000
-1.000000,8673.932617,-1.000000
0.000000,8767.485352,-1.000000
1.000000,8791.969727,-1.000000
2.000000,8672.778320,-1.000000
3.000000,8559.028320,-1.000000
4.000000,8448.564453,-1.000000
5.000000,8346.986328,-1.000000
-5.000000,8353.473633,0.000000
-4.000000,8447.719727,0.000000
-3.000000,8554.849609,0.000000
-2.000000,8662.471680,0.000000
-1.000000,8747.158203,0.000000
0.000000,8809.230469,0.000000
1.000000,8793.462891,0.000000
2.000000,8679.333008,0.000000
3.000000,8566.747070,0.000000
4.000000,8459.410156,0.000000
5.000000,8360.093750,0.000000
-5.000000,8459.235352,1.000000
-4.000000,8530.098633,1.000000
-3.000000,8601.162109,1.000000
-2.000000,8662.714844,1.000000
-1.000000,8722.561523,1.000000
0.000000,8774.662109,1.000000
1.000000,8773.531250,1.000000
2.000000,8683.136719,1.000000
3.000000,8578.461914,1.000000
4.000000,8475.281250,1.000000
5.000000,8376.950195,1.000000
-5.000000,8472.435547,2.000000
-4.000000,8519.888672,2.000000
-3.000000,8570.106445,2.000000
-2.000000,8616.735352,2.000000
-1.000000,8648.311523,2.000000
0.000000,8683.453125,2.000000
1.000000,8721.576172,2.000000
2.000000,8680.690430,2.000000
3.000000,8596.417969,2.000000
4.000000,8497.818359,2.000000
5.000000,8397.961914,2.000000
-5.000000,8421.637695,3.000000
-4.000000,8455.035156,3.000000
-3.000000,8493.517578,3.000000
-2.000000,8544.581055,3.000000
-1.000000,8580.472656,3.000000
0.000000,8618.690430,3.000000
1.000000,8657.500977,3.000000
2.000000,8657.218750,3.000000
3.000000,8608.617188,3.000000
4.000000,8522.853516,3.000000
5.000000,8426.106445,3.000000
-5.000000,8288.697266,4.000000
-4.000000,8331.832031,4.000000
-3.000000,8384.815430,4.000000
-2.000000,8453.796875,4.000000
-1.000000,8500.022461,4.000000
0.000000,8539.583008,4.000000
1.000000,8577.547852,4.000000
2.000000,8601.546875,4.000000
3.000000,8594.450195,4.000000
4.000000,8540.943359,4.000000
5.000000,8456.730469,4.000000
-5.000000,8162.888184,5.000000
-4.000000,8224.078125,5.000000
-3.000000,8287.641602,5.000000
-2.000000,8366.705078,5.000000
-1.000000,8420.526367,5.000000
0.000000,8448.291016,5.000000
1.000000,8478.491211,5.000000
2.000000,8501.986328,5.000000
3.000000,8508.734375,5.000000
4.000000,8525.157227,5.000000
5.000000,8487.295898,5.000000
